Time,Period,TWS,TWA,BSP,TWD,Targ Twa,Targ Bsp,PolBsp,Heel,SOG,HDG,COG,Leeway,Rudder,RudderP,RudderS,Tab,Rake,KeelAng,Trim,Forestay,AWA,AWS,PolBsp%,VMG%,dBspSog,dHdgCog,User 0,User 1,User 2,User 3,User 4,User 5,User 6,User 7
27-Sep-2025 15:09:09,0:23,14.4,-148,10.99,214,143,11.82,10.80,-4.2,10.22,091,165,-0.1,-0.2,,,0.0,3.20,,2.4,1.16,-99,7.8,101.8,99.2,0.77,-74.0,,,,,,,,
27-Sep-2025 15:09:34,0:29,15.7,-140,11.54,211,144,12.62,13.07,-8.6,14.05,350,347,-0.1,3.3,,,0.0,3.20,,2.7,0.91,-75,10.2,88.2,87.0,-2.52,2.8,,,,,,,,
27-Sep-2025 15:10:04,0:26,15.8,-139,12.07,211,144,12.70,13.26,-7.7,14.23,351,349,-0.1,2.4,,,0.0,3.20,,3.4,0.88,-76,10.6,91.0,89.2,-2.16,2.1,,,,,,,,
27-Sep-2025 15:10:34,0:27,15.4,-140,12.48,213,144,12.45,12.84,-9.7,15.04,354,353,-0.1,3.4,,,0.0,3.20,,2.8,0.93,-72,10.2,97.2,96.0,-2.56,1.3,,,,,,,,
27-Sep-2025 15:11:02,0:29,15.0,-139,12.83,215,143,12.22,12.72,-8.8,14.40,354,330,-0.1,2.3,,,0.0,3.20,,3.1,0.93,-74,10.3,100.8,98.7,-1.57,24.0,,,,,,,,
27-Sep-2025 15:11:53,0:29,14.9,-140,13.06,216,143,12.14,12.55,-11.1,14.53,298,286,-0.1,3.2,,,0.0,3.20,,2.7,0.90,-72,10.2,104.1,102.5,-1.47,11.6,,,,,,,,
27-Sep-2025 15:12:23,0:29,14.6,-139,13.24,213,143,11.96,12.42,-8.3,13.85,338,316,-0.1,1.5,,,0.0,3.20,,3.2,0.97,-75,9.9,106.6,104.5,-0.61,22.1,,,,,,,,
27-Sep-2025 15:13:14,0:29,14.3,-136,13.25,208,143,11.82,12.52,-9.1,13.28,344,345,-0.1,3.5,,,0.0,3.20,,2.6,1.19,-77,10.3,105.8,100.2,-0.03,-1.6,,,,,,,,
27-Sep-2025 15:13:44,0:27,14.1,-141,13.17,206,143,11.67,11.95,-7.9,13.10,345,347,-0.1,2.1,,,0.0,3.20,,2.9,1.51,-78,9.2,110.2,109.3,0.07,-1.1,,,,,,,,
27-Sep-2025 15:14:12,0:29,14.8,-135,13.14,204,143,12.08,12.85,-9.4,13.51,340,340,-0.1,4.2,,,0.0,3.20,,2.6,1.25,-74,10.8,102.2,95.9,-0.37,0.5,,,,,,,,
27-Sep-2025 15:16:04,0:29,13.9,-62,10.65,206,38,8.69,10.51,-13.6,10.53,268,270,-0.3,0.5,,,0.0,3.20,,2.0,4.89,-36,21.1,101.3,73.9,0.11,-1.8,,,,,,,,
27-Sep-2025 15:16:35,0:28,14.2,-65,10.65,206,38,8.72,10.79,-12.6,10.66,269,271,-0.2,1.1,,,0.0,3.20,,2.0,5.16,-37,21.0,98.7,65.9,-0.01,-2.3,,,,,,,,
27-Sep-2025 15:17:05,0:29,14.1,-69,10.69,202,38,8.71,11.08,-13.4,11.26,269,272,-0.3,1.5,,,0.0,3.20,,1.9,5.13,-39,21.0,96.4,55.7,-0.57,-3.1,,,,,,,,
27-Sep-2025 15:17:35,0:25,13.9,-72,10.81,199,38,8.69,11.25,-16.3,11.88,271,274,-0.3,2.4,,,0.0,3.20,,1.6,5.09,-39,20.7,96.1,48.4,-1.07,-3.7,,,,,,,,
27-Sep-2025 15:18:01,0:29,13.7,-70,10.88,197,38,8.68,11.05,-17.0,11.42,267,271,-0.3,2.5,,,0.0,3.20,,1.4,5.09,-39,20.4,98.5,55.3,-0.53,-4.7,,,,,,,,
27-Sep-2025 15:18:32,0:29,13.4,-72,10.98,197,39,8.64,11.13,-17.8,11.87,268,273,-0.4,2.7,,,0.0,3.20,,1.2,5.06,-38,20.5,98.6,49.2,-0.89,-5.2,,,,,,,,
27-Sep-2025 15:19:24,0:28,13.2,-85,11.35,194,39,8.62,11.67,-15.1,12.37,278,283,-0.3,2.3,,,0.0,3.20,,1.9,4.99,-44,18.9,97.2,14.0,-1.02,-4.3,,,,,,,,
27-Sep-2025 15:20:37,0:25,13.1,-58,11.24,206,39,8.62,10.08,-11.9,10.52,265,269,-0.3,0.2,,,0.0,3.20,,2.1,5.05,-33,20.2,111.5,88.4,0.73,-4.0,,,,,,,,
27-Sep-2025 15:21:03,0:29,13.5,-67,11.18,200,38,8.66,10.84,-20.5,11.26,264,268,-0.4,4.8,,,0.0,3.20,,1.0,4.99,-36,20.6,103.1,63.5,-0.08,-3.4,,,,,,,,
27-Sep-2025 15:21:33,0:29,13.1,-72,11.29,198,39,8.61,11.05,-18.2,12.32,269,272,-0.4,3.2,,,0.0,3.20,,0.9,4.93,-37,20.6,102.2,51.0,-1.04,-2.6,,,,,,,,
27-Sep-2025 15:22:04,0:29,12.7,-70,11.38,198,39,8.57,10.81,-15.7,12.08,270,273,-0.4,1.7,,,0.0,3.20,,1.5,4.93,-36,20.0,105.3,58.0,-0.69,-3.2,,,,,,,,
27-Sep-2025 15:22:34,0:29,12.8,-72,11.40,195,39,8.58,10.97,-16.0,11.61,265,268,-0.4,3.1,,,0.0,3.20,,1.5,4.94,-38,19.5,104.0,52.2,-0.20,-3.7,,,,,,,,
27-Sep-2025 15:23:25,0:29,11.5,-58,11.25,209,40,8.46,9.74,-11.7,10.16,267,271,-0.4,1.0,,,0.0,3.20,,1.9,5.03,-31,18.9,115.5,93.0,1.09,-4.6,,,,,,,,
27-Sep-2025 15:24:16,0:21,11.7,-49,10.96,215,40,8.48,9.14,-8.3,9.74,267,272,-0.3,0.9,,,0.0,3.20,,2.0,5.06,-28,18.9,119.9,110.4,1.22,-5.1,,,,,,,,
27-Sep-2025 15:25:03,0:25,11.4,-73,10.80,198,40,8.45,10.60,-18.2,11.35,267,271,-0.5,4.3,,,0.0,3.20,,1.1,4.95,-36,18.3,101.9,47.9,-0.56,-3.9,,,,,,,,
27-Sep-2025 15:25:51,0:25,11.5,-58,10.64,210,40,8.46,9.77,-12.3,10.03,270,276,-0.4,1.2,,,0.0,3.20,,1.9,5.05,-31,18.5,108.9,86.9,0.60,-5.4,,,,,,,,
27-Sep-2025 15:26:38,0:26,11.9,-67,10.58,201,40,8.49,10.41,-17.5,11.18,267,271,-0.5,3.1,,,0.0,3.20,,1.2,4.97,-35,19.2,101.6,62.5,-0.60,-4.9,,,,,,,,
27-Sep-2025 15:27:24,0:28,11.0,-62,10.54,206,41,8.41,9.88,-11.7,10.37,268,272,-0.4,1.2,,,0.0,3.20,,2.0,4.29,-32,17.9,106.7,78.3,0.17,-4.4,,,,,,,,
27-Sep-2025 15:27:54,0:26,11.0,-72,10.53,198,41,8.41,10.41,-14.0,10.82,267,271,-0.4,3.2,,,0.0,3.20,,1.6,4.33,-36,17.7,101.2,49.7,-0.29,-3.7,,,,,,,,
27-Sep-2025 15:28:21,0:24,10.3,-65,10.52,200,41,8.35,9.88,-15.5,10.64,268,271,-0.5,3.5,,,-1.6,3.20,,1.4,4.39,-33,17.5,106.5,71.4,-0.12,-3.6,,,,,,,,
27-Sep-2025 15:29:07,0:22,10.8,-70,10.48,200,41,8.39,10.25,-16.9,10.57,267,271,-0.5,4.1,,,-4.0,3.20,,1.4,4.80,-34,17.4,102.2,55.7,-0.09,-3.9,,,,,,,,
27-Sep-2025 15:29:50,0:29,11.5,-66,10.44,204,40,8.46,10.25,-14.3,10.39,267,272,-0.5,3.0,,,-4.0,3.20,,1.6,4.65,-34,18.2,101.8,64.7,0.05,-4.4,,,,,,,,
27-Sep-2025 15:30:40,0:28,10.3,-86,10.62,184,41,8.34,10.63,-14.5,11.62,266,269,-0.4,4.7,,,-4.0,3.20,,1.5,5.02,-39,16.3,99.9,13.2,-1.00,-3.5,,,,,,,,
27-Sep-2025 15:31:13,0:26,11.6,-93,10.71,176,143,10.07,11.28,-13.3,11.36,267,271,-0.4,4.7,,,-3.7,3.20,,1.8,4.46,-46,15.6,94.9,7.3,-0.65,-3.8,,,,,,,,
27-Sep-2025 15:31:40,0:29,11.8,-87,10.79,178,40,8.48,11.26,-12.8,11.29,265,269,-0.4,4.3,,,-3.0,3.20,,1.9,5.06,-45,16.7,95.9,9.8,-0.50,-4.0,,,,,,,,
27-Sep-2025 15:32:48,0:24,11.4,-76,10.72,183,40,8.45,10.71,-17.7,10.58,255,259,-0.6,5.5,,,-3.0,3.20,,0.9,5.00,-39,17.1,100.1,41.0,0.14,-4.3,,,,,,,,
27-Sep-2025 15:33:13,0:29,11.2,-82,10.74,170,40,8.43,10.90,-15.9,11.15,249,252,-0.5,4.7,,,-3.0,3.20,,1.1,5.64,-41,17.0,98.6,22.5,-0.41,-3.5,,,,,,,,
27-Sep-2025 15:35:45,0:21,11.7,-54,10.10,198,40,8.47,9.49,-15.7,9.96,253,257,-0.6,3.5,,,-3.0,3.20,,0.9,5.27,-30,19.3,106.5,91.8,0.14,-4.6,,,,,,,,
27-Sep-2025 15:37:10,0:27,10.5,-41,9.92,204,41,8.36,8.40,-14.0,8.88,245,249,-0.5,1.7,,,-3.0,3.20,,0.8,4.46,-22,18.2,118.1,118.0,1.04,-4.8,,,,,,,,
27-Sep-2025 15:37:39,0:29,10.1,-40,9.75,205,41,8.31,8.24,-13.9,8.65,245,249,-0.5,2.3,,,-3.0,3.20,,1.0,3.72,-21,17.4,118.3,118.4,1.10,-4.1,,,,,,,,
27-Sep-2025 15:39:29,0:28,9.6,-47,9.52,196,41,8.25,8.65,-12.6,9.08,244,248,-0.4,1.8,,,-3.0,3.20,,0.9,3.23,-24,17.2,110.1,104.3,0.44,-4.1,,,,,,,,
27-Sep-2025 15:39:59,0:28,9.8,-49,9.48,198,41,8.28,8.78,-15.2,9.24,247,251,-0.5,1.6,,,-3.0,3.20,,0.6,3.21,-24,17.2,108.0,100.7,0.23,-4.6,,,,,,,,
27-Sep-2025 15:40:48,0:29,10.8,-48,9.37,207,41,8.40,8.93,-15.7,9.00,254,259,-0.6,1.6,,,-3.0,3.20,,0.5,3.52,-25,18.1,104.9,98.2,0.37,-4.7,,,,,,,,
27-Sep-2025 15:41:19,0:30,10.6,-50,9.35,201,41,8.38,9.06,-20.0,9.42,247,253,-0.7,3.8,,,-3.0,3.20,,-0.3,3.86,-26,18.2,103.2,94.1,-0.07,-6.0,,,,,,,,
27-Sep-2025 15:44:32,0:21,9.8,-49,9.08,195,41,8.28,8.83,-20.5,8.61,239,242,-0.8,8.4,,,-11.0,3.20,,-0.6,4.81,-26,17.0,102.8,94.9,0.47,-2.4,,,,,,,,
27-Sep-2025 15:46:58,0:29,10.6,-72,7.47,211,41,8.37,10.26,-10.2,9.21,280,283,-0.5,-0.2,,,0.0,3.20,,1.5,2.81,-39,15.8,72.8,36.6,-1.74,-3.6,,,,,,,,
27-Sep-2025 15:48:30,0:27,11.3,-146,9.27,201,143,9.87,9.34,-2.0,8.34,347,348,-0.1,1.2,,,0.0,3.20,,1.8,2.59,-101,6.2,99.2,97.5,0.93,-0.2,,,,,,,,
27-Sep-2025 15:48:58,0:23,12.5,-138,9.11,202,143,10.62,11.08,-3.1,8.31,339,338,-0.1,2.4,,,0.0,3.20,,1.6,2.58,-99,8.3,82.3,80.3,0.80,0.7,,,,,,,,
27-Sep-2025 15:49:23,0:29,12.1,-144,9.01,199,143,10.39,10.12,-2.3,8.49,344,343,-0.1,2.1,,,0.0,3.20,,1.8,2.58,-103,7.3,89.0,88.5,0.53,1.2,,,,,,,,
27-Sep-2025 15:50:34,0:21,12.5,-41,7.99,195,40,8.55,8.68,-8.2,6.57,233,233,-0.6,3.7,,,0.0,3.20,,1.3,2.69,-27,17.8,92.0,91.1,1.42,-0.5,,,,,,,,
27-Sep-2025 15:51:28,0:23,12.4,5,6.88,200,40,8.54,1.23,1.4,2.38,195,196,0.3,-3.7,,,0.0,3.20,,2.6,1.91,2,14.6,557.4,104.2,4.50,-0.5,,,,,,,,
27-Sep-2025 15:51:53,0:26,12.3,4,6.24,191,40,8.53,1.12,0.9,1.85,184,182,0.3,-1.5,,,0.0,3.20,,2.6,1.53,3,13.9,556.8,94.9,4.39,2.1,,,,,,,,
27-Sep-2025 15:52:50,0:29,11.2,17,5.04,198,40,8.43,4.18,0.8,1.65,182,180,0.3,-1.1,,,0.0,3.20,,2.6,1.53,14,13.0,120.7,75.1,3.39,2.2,,,,,,,,
27-Sep-2025 15:54:01,0:29,11.6,35,3.87,199,40,8.47,7.82,0.6,1.14,167,158,0.5,10.2,,,0.0,3.20,,2.5,1.49,30,12.7,49.5,48.8,2.72,9.0,,,,,,,,
27-Sep-2025 15:54:33,0:27,11.1,28,3.53,201,40,8.43,6.48,0.5,1.67,174,168,0.3,8.5,,,0.0,3.20,,2.5,1.49,25,12.5,54.5,48.7,1.87,5.6,,,,,,,,
27-Sep-2025 15:55:03,0:26,11.4,17,3.29,198,40,8.45,4.19,0.4,1.80,180,177,0.2,6.0,,,0.0,3.20,,2.5,1.49,16,13.2,78.6,48.9,1.49,3.3,,,,,,,,
27-Sep-2025 15:55:31,0:29,12.7,12,3.10,198,39,8.57,3.20,1.0,1.81,188,186,0.6,5.0,,,0.0,3.20,,2.4,1.48,11,14.4,96.9,45.7,1.29,1.7,,,,,,,,
27-Sep-2025 15:57:24,0:30,15.1,15,2.43,200,37,8.77,4.06,1.8,1.39,183,184,1.1,6.2,,,0.0,3.20,,2.6,1.48,13,16.5,59.8,33.6,1.04,-0.2,,,,,,,,
27-Sep-2025 15:58:45,0:20,13.6,3,2.11,192,38,8.67,0.87,1.1,1.55,190,199,0.9,2.9,,,0.0,3.20,,2.3,1.49,1,15.3,243.6,31.0,0.56,-9.3,,,,,,,,
27-Sep-2025 15:59:10,0:26,12.6,-10,2.03,188,40,8.56,2.59,-0.6,1.56,196,207,-0.4,1.5,,,0.0,3.20,,2.2,1.48,-7,14.3,78.6,30.4,0.47,-11.1,,,,,,,,
27-Sep-2025 15:59:37,0:27,12.8,-9,2.00,190,39,8.58,2.49,-1.0,1.88,200,212,-0.8,-1.0,,,0.0,3.20,,2.2,1.49,-7,14.5,80.5,29.8,0.13,-12.2,,,,,,,,
27-Sep-2025 16:00:38,0:29,13.8,49,1.94,190,38,8.68,9.46,1.5,1.85,143,143,0.9,12.8,,,0.0,3.20,,2.4,1.50,41,15.2,20.5,18.7,0.09,0.2,,,,,,,,
27-Sep-2025 16:01:28,0:29,12.6,30,1.94,189,40,8.56,7.04,1.3,1.82,160,169,1.2,4.2,,,0.0,3.20,,2.5,1.49,25,14.4,27.6,25.6,0.12,-9.4,,,,,,,,
27-Sep-2025 16:01:59,0:29,13.9,35,1.93,188,38,8.69,8.25,1.2,1.83,153,163,0.8,5.0,,,0.0,3.20,,2.5,1.49,30,15.3,23.4,23.2,0.11,-10.0,,,,,,,,
27-Sep-2025 16:02:29,0:29,13.5,41,1.95,187,38,8.66,8.81,1.7,2.12,148,157,0.9,5.3,,,0.0,3.20,,2.5,1.49,34,15.4,22.1,21.8,-0.17,-8.9,,,,,,,,
27-Sep-2025 16:03:00,0:29,13.1,44,2.12,189,39,8.61,9.01,2.0,3.34,145,157,0.8,1.7,,,0.0,3.20,,2.6,1.49,34,15.9,23.6,22.7,-1.22,-11.8,,,,,,,,
27-Sep-2025 16:03:30,0:26,14.0,50,2.34,188,38,8.70,9.61,2.3,3.57,137,149,0.6,1.5,,,0.0,3.20,,2.6,1.49,39,16.6,24.3,21.8,-1.23,-12.1,,,,,,,,
27-Sep-2025 16:03:57,0:28,13.0,62,2.54,191,39,8.60,10.32,2.7,3.74,132,142,0.8,5.0,,,0.0,3.20,,2.7,1.49,47,15.3,24.6,18.0,-1.20,-9.1,,,,,,,,
27-Sep-2025 16:05:09,0:28,12.4,23,2.65,193,40,8.54,5.67,0.7,2.02,170,180,0.4,5.1,,,0.0,3.20,,2.5,1.23,20,14.5,46.8,37.1,0.63,-10.4,,,,,,,,
27-Sep-2025 16:05:38,0:29,13.1,33,2.56,196,39,8.61,7.81,0.8,1.91,164,174,0.5,5.1,,,0.0,3.20,,2.5,0.82,28,14.7,32.8,32.0,0.65,-9.2,,,,,,,,
27-Sep-2025 16:11:09,0:20,12.1,4,1.74,203,40,8.51,1.11,1.1,0.26,288,222,90.0,-11.9,,,0.0,3.20,,2.5,0.80,-87,12.4,156.5,26.6,1.48,65.7,,,,,,,,
27-Sep-2025 16:13:32,0:29,10.7,-79,0.84,207,41,8.39,10.59,0.7,0.08,285,168,0.0,4.7,,,0.0,3.20,,2.4,0.79,-78,11.0,7.9,2.6,0.76,116.5,,,,,,,,
27-Sep-2025 16:14:47,0:25,12.4,-87,0.58,210,40,8.54,11.47,0.0,0.10,295,106,0.0,4.7,,,0.0,3.20,,2.3,0.79,-85,12.4,5.1,0.5,0.48,189.2,,,,,,,,
27-Sep-2025 16:15:13,0:29,11.8,-86,0.50,208,40,8.48,11.23,1.0,0.10,293,236,0.0,-12.9,,,0.0,3.20,,2.2,0.79,-86,12.0,4.5,0.6,0.41,56.6,,,,,,,,
27-Sep-2025 16:16:45,0:21,7.7,-71,0.33,210,43,7.67,9.09,1.7,0.08,286,209,0.0,-37.1,,,0.0,3.20,,2.3,0.72,-73,7.6,3.6,1.9,0.25,77.2,,,,,,,,
27-Sep-2025 16:18:09,0:20,6.1,-67,0.21,218,47,6.61,8.09,0.6,0.07,290,150,0.0,-39.0,,,0.0,3.20,,2.3,0.69,-69,5.9,2.7,1.8,0.15,139.9,,,,,,,,
27-Sep-2025 16:18:50,0:29,12.1,-88,0.17,207,40,8.51,11.37,1.0,0.06,298,147,0.0,-38.9,,,0.0,3.20,,2.3,0.72,-88,12.0,1.5,0.1,0.11,150.9,,,,,,,,
27-Sep-2025 16:19:21,0:29,10.2,-88,0.15,211,41,8.32,10.64,0.6,0.05,301,155,0.0,-38.9,,,0.0,3.20,,2.3,0.74,-89,10.3,1.4,0.1,0.10,146.0,,,,,,,,
27-Sep-2025 16:22:56,0:20,10.2,-66,0.05,217,41,8.33,9.93,0.3,0.10,289,160,0.0,-38.8,,,0.0,3.20,,2.0,0.76,-69,10.1,0.5,0.3,-0.04,129.3,,,,,,,,
27-Sep-2025 16:23:17,0:20,10.6,-69,0.05,221,41,8.37,10.15,0.5,0.09,291,155,0.0,-38.8,,,0.0,3.20,,2.0,0.77,-69,10.2,0.5,0.3,-0.04,136.5,,,,,,,,
27-Sep-2025 16:24:18,0:29,11.8,-79,0.03,215,40,8.49,11.00,-0.6,0.06,297,138,0.0,-39.1,,,0.0,3.20,,2.2,0.76,-80,11.5,0.3,0.1,-0.02,159.1,,,,,,,,
27-Sep-2025 16:24:48,0:29,12.6,-83,0.03,216,40,8.56,11.42,-0.2,0.06,298,155,0.0,-39.0,,,0.0,3.20,,2.2,0.79,-83,12.7,0.2,0.1,-0.03,143.5,,,,,,,,
27-Sep-2025 16:25:18,0:29,12.7,-82,0.02,216,39,8.57,11.40,-0.2,0.05,299,205,0.0,-38.9,,,0.0,3.20,,2.2,0.76,-82,12.7,0.2,0.1,-0.02,93.8,,,,,,,,
27-Sep-2025 16:25:51,0:27,11.6,-87,0.02,214,40,8.47,11.19,-0.0,0.08,301,154,0.0,-38.9,,,0.0,3.20,,2.3,0.70,-86,11.7,0.2,0.0,-0.06,146.4,,,,,,,,
27-Sep-2025 16:26:19,0:29,10.7,-86,0.02,216,41,8.38,10.79,0.3,0.07,302,194,0.0,-38.9,,,0.0,3.20,,2.3,0.58,-85,10.7,0.2,0.0,-0.05,107.8,,,,,,,,
